Central,North,South,East,West,flat_type,storey_range,floor_area_sqm,remaining_lease_decimal,resale_price
1,0,0,0,0,3,1,65,50.06,365000
1,0,0,0,0,3,1,76,51.04,530000
1,0,0,0,0,3,1,68,51.04,443000
1,0,0,0,0,3,1,65,51.04,450000
1,0,0,0,0,3,1,65,50.05,410000
1,0,0,0,0,4,1,82,50.06,568000
1,0,0,0,0,4,1,88,50.07,572000
1,0,0,0,0,4,1,87,51.03,605000
1,0,0,0,0,4,1,82,51.07,608000
1,0,0,0,0,4,1,88,50.02,505000
1,0,0,0,0,4,1,88,50.02,505000
1,0,0,0,0,5,2,120,50.04,995000
1,0,0,0,0,5,1,126,50.04,800000
1,0,0,0,0,5,1,123,52.02,840000
1,0,0,0,0,2,1,46,42.02,260000
1,0,0,0,0,2,1,47,88.05,431500
1,0,0,0,0,2,2,47,88.05,470000
1,0,0,0,0,3,1,60,42.02,333000
1,0,0,0,0,3,1,65,42.02,300000
1,0,0,0,0,3,1,63,90.02,638888
1,0,0,0,0,3,2,65,91.05,758000
1,0,0,0,0,3,1,65,53.03,392000
1,0,0,0,0,3,1,65,50.08,367000
1,0,0,0,0,3,2,67,88.05,655000
1,0,0,0,0,3,2,67,88.05,690000
1,0,0,0,0,3,1,65,51.08,395000
1,0,0,0,0,3,1,65,51.08,401000
1,0,0,0,0,3,1,65,51.08,300000
1,0,0,0,0,3,1,65,51.07,400000
1,0,0,0,0,3,2,59,49.06,375000
1,0,0,0,0,3,1,65,49.05,412000
1,0,0,0,0,3,2,65,49.06,473000
1,0,0,0,0,3,2,67,87.1,755000
1,0,0,0,0,3,1,67,45.03,378000
1,0,0,0,0,3,1,67,45.02,408888
1,0,0,0,0,3,1,76,45.02,387000
1,0,0,0,0,3,1,60,45.08,300000
1,0,0,0,0,3,1,66,45.02,355000
1,0,0,0,0,3,1,60,45.08,328888
1,0,0,0,0,4,2,96,90.03,1000000
1,0,0,0,0,4,1,88,90.02,848888
1,0,0,0,0,4,2,83,91.09,968888
1,0,0,0,0,4,2,83,91.05,1001000
1,0,0,0,0,4,2,95,91.05,1138000
1,0,0,0,0,4,1,83,91.08,923888
1,0,0,0,0,4,1,95,87.05,700000
1,0,0,0,0,4,2,93,93.07,1000000
1,0,0,0,0,4,2,87,88.05,872000
1,0,0,0,0,4,1,92,88.04,885000
1,0,0,0,0,4,2,93,93.07,998000
1,0,0,0,0,4,2,93,93.07,1000000
1,0,0,0,0,4,1,86,49.05,560000
1,0,0,0,0,4,1,95,75.1,780000
1,0,0,0,0,4,2,90,81.09,880000
1,0,0,0,0,4,1,90,81.1,850000
1,0,0,0,0,4,2,90,83.09,928000
1,0,0,0,0,5,1,117,53.02,850000
1,0,0,0,0,5,2,123,52.02,920000
1,0,0,0,0,5,2,110,82.01,1094000
1,0,0,0,0,2,1,41,47.02,302000
1,0,0,0,0,3,1,65,47.08,338888
1,0,0,0,0,3,1,67,45.02,392888
1,0,0,0,0,3,1,67,46.08,403388
1,0,0,0,0,3,1,68,93.09,751688
1,0,0,0,0,3,1,66,45.02,355000
1,0,0,0,0,3,2,68,93.08,795000
1,0,0,0,0,3,1,78,45.02,375000
1,0,0,0,0,3,1,64,44.02,345000
1,0,0,0,0,3,1,68,43.07,328000
1,0,0,0,0,3,1,58,44.02,325000
1,0,0,0,0,3,1,67,45.09,325000
1,0,0,0,0,3,1,67,44.07,306000
1,0,0,0,0,3,1,68,44.06,320000
1,0,0,0,0,3,1,65,51.06,350000
1,0,0,0,0,3,1,65,51.11,360000
1,0,0,0,0,3,1,67,60,395000
1,0,0,0,0,3,1,74,59.1,540000
1,0,0,0,0,3,1,67,59.11,400000
1,0,0,0,0,3,1,67,59.11,388000
1,0,0,0,0,3,1,67,59.1,392000
1,0,0,0,0,3,1,81,59.07,470000
1,0,0,0,0,3,2,68,95.01,728000
1,0,0,0,0,3,2,68,95.01,750000
1,0,0,0,0,3,1,65,48.08,393000
1,0,0,0,0,3,1,65,57.02,370000
1,0,0,0,0,3,1,65,48.08,390000
1,0,0,0,0,3,1,57,43.06,328000
1,0,0,0,0,4,1,93,92.02,720000
1,0,0,0,0,4,2,91,87.05,1038888
1,0,0,0,0,4,1,105,72.06,850000
1,0,0,0,0,4,2,86,81.02,950000
1,0,0,0,0,4,1,91,77.09,775000
1,0,0,0,0,4,1,104,72.04,816000
1,0,0,0,0,4,1,102,72.09,685000
1,0,0,0,0,4,1,104,73.08,683888
1,0,0,0,0,4,1,82,51.06,420000
1,0,0,0,0,4,1,82,51.05,460000
1,0,0,0,0,4,1,82,51.05,406000
1,0,0,0,0,4,1,103,59.06,710000
1,0,0,0,0,4,1,104,59.07,748000
1,0,0,0,0,4,2,76,84.05,836888
1,0,0,0,0,4,1,76,84.05,760000
1,0,0,0,0,4,1,76,84.05,788000
1,0,0,0,0,4,1,76,84.05,680000
1,0,0,0,0,4,2,93,95.01,970000
1,0,0,0,0,4,1,93,95.01,888000
1,0,0,0,0,4,2,93,95.01,950000
1,0,0,0,0,4,2,93,95,980000
1,0,0,0,0,4,1,81,48.08,400000
1,0,0,0,0,4,2,87,48.07,470000
1,0,0,0,0,5,1,121,74.01,900000
1,0,0,0,0,5,2,113,87.06,1228000
1,0,0,0,0,5,1,113,87.05,1215000
1,0,0,0,0,5,1,123,68.05,808000
1,0,0,0,0,5,1,119,72.09,796000
1,0,0,0,0,5,2,117,51.04,720000
1,0,0,0,0,5,2,110,84.06,1180000
0,0,0,1,0,3,2,69,86.05,620000
0,0,0,1,0,3,1,67,55.01,380000
0,0,0,1,0,3,1,82,55.07,392000
0,0,0,1,0,3,1,68,56.06,356888
0,0,0,1,0,3,1,67,54.11,390000
0,0,0,1,0,3,1,67,55.06,375000
0,0,0,1,0,3,1,68,56.04,421000
0,0,0,1,0,3,1,67,53.06,360000
0,0,0,1,0,3,1,67,53.06,348000
0,0,0,1,0,3,1,70,54.01,385000
0,0,0,1,0,3,1,67,55.01,345000
0,0,0,1,0,3,1,73,54.05,388000
0,0,0,1,0,3,1,67,55.02,355000
0,0,0,1,0,3,1,73,54.05,372000
0,0,0,1,0,3,1,88,54.05,465000
0,0,0,1,0,3,1,82,55.02,390000
0,0,0,1,0,3,1,68,56.02,385000
0,0,0,1,0,3,1,67,54.03,380000
0,0,0,1,0,3,1,82,56.02,400000
0,0,0,1,0,3,1,68,56.01,372000
0,0,0,1,0,3,1,68,56.02,380000
0,0,0,1,0,3,1,67,55.07,415000
0,0,0,1,0,3,1,67,55.07,342000
0,0,0,1,0,3,1,82,55.08,410000
0,0,0,1,0,3,1,59,54.04,300000
0,0,0,1,0,3,1,82,56.06,392000
0,0,0,1,0,3,1,68,56.01,340000
0,0,0,1,0,3,1,67,55.07,346888
0,0,0,1,0,3,1,82,55.08,408000
0,0,0,1,0,3,1,68,56.06,362000
0,0,0,1,0,3,1,68,56.06,380000
0,0,0,1,0,3,1,68,56.01,350000
0,0,0,1,0,3,1,68,56,340000
0,0,0,1,0,3,1,68,56.05,368000
0,0,0,1,0,3,1,59,54.04,323000
0,0,0,1,0,3,1,68,95.01,550000
0,0,0,1,0,3,1,68,95,560000
0,0,0,1,0,3,1,67,90.09,540000
0,0,0,1,0,3,1,67,61.06,360000
0,0,0,1,0,3,1,68,57.08,360000
0,0,0,1,0,3,1,64,63.01,370000
0,0,0,1,0,3,1,67,61.07,415888
0,0,0,1,0,3,1,67,62.07,362500
0,0,0,1,0,3,1,82,57.06,438000
0,0,0,1,0,3,1,59,52.02,320000
0,0,0,1,0,3,1,59,52.02,325000
0,0,0,1,0,3,1,73,53.05,410000
0,0,0,1,0,3,1,73,53.05,375000
0,0,0,1,0,3,1,88,54.02,438888
0,0,0,1,0,3,1,65,50.01,350000
0,0,0,1,0,3,1,75,58.11,357000
0,0,0,1,0,3,1,65,48.07,330000
0,0,0,1,0,3,1,65,48.08,320000
0,0,0,1,0,3,1,68,57.06,350000
0,0,0,1,0,3,1,67,61.06,340000
0,0,0,1,0,3,1,65,53.06,350000
0,0,0,1,0,3,1,65,58.09,355000
0,0,0,1,0,3,1,65,53.05,300000
0,0,0,1,0,3,1,65,53.06,340000
0,0,0,1,0,3,1,60,61.1,338000
0,0,0,1,0,3,1,65,53.04,345000
0,0,0,1,0,3,1,76,53.04,388000
0,0,0,1,0,3,1,65,58.09,345000
0,0,0,1,0,3,1,65,58.08,361000
0,0,0,1,0,3,1,65,53.04,325000
0,0,0,1,0,4,1,92,55.07,475000
0,0,0,1,0,4,1,92,56.04,530000
0,0,0,1,0,4,1,92,55.07,465000
0,0,0,1,0,4,1,92,54.05,430000
0,0,0,1,0,4,1,92,54.11,460000
0,0,0,1,0,4,1,92,55.02,480000
0,0,0,1,0,4,1,92,82.01,660000
0,0,0,1,0,4,1,91,57,480000
0,0,0,1,0,4,1,92,82.02,680000
0,0,0,1,0,4,1,91,56.11,455000
0,0,0,1,0,4,1,91,54.06,478000
0,0,0,1,0,4,1,92,54.03,460000
0,0,0,1,0,4,2,92,82.01,685000
0,0,0,1,0,4,1,92,56.1,485000
0,0,0,1,0,4,1,92,54.04,420000
0,0,0,1,0,4,1,92,54.04,557000
0,0,0,1,0,4,1,83,54.05,425000
0,0,0,1,0,4,1,93,56.05,450000
0,0,0,1,0,4,1,92,56.01,450000
0,0,0,1,0,4,1,89,54.04,430000
0,0,0,1,0,4,2,93,95,828888
0,0,0,1,0,4,1,87,90.09,758000
0,0,0,1,0,4,1,87,90.09,790000
0,0,0,1,0,4,1,87,90.09,725000
0,0,0,1,0,4,1,87,90.09,810000
0,0,0,1,0,4,1,87,90.09,805000
0,0,0,1,0,4,1,98,61.07,497000
0,0,0,1,0,4,1,84,63.06,438000
0,0,0,1,0,4,1,111,60.09,578000
0,0,0,1,0,4,1,93,57.04,493888
0,0,0,1,0,4,1,84,63.05,450000
0,0,0,1,0,4,1,103,63.06,508000
0,0,0,1,0,4,1,84,64.09,495000
0,0,0,1,0,4,1,93,61.07,478000
0,0,0,1,0,4,1,84,63.05,438000
0,0,0,1,0,4,1,102,57.06,448000
0,0,0,1,0,4,1,91,61.08,460000
0,0,0,1,0,4,1,98,57.03,468888
0,0,0,1,0,4,1,105,77,691000
0,0,0,1,0,4,2,105,76.11,685000
0,0,0,1,0,4,1,90,53.09,418000
0,0,0,1,0,4,1,83,61.03,490000
0,0,0,1,0,4,1,83,61.02,443888
0,0,0,1,0,4,1,84,53.09,405000
0,0,0,1,0,4,1,84,53.09,375000
0,0,0,1,0,4,1,92,54.08,400000
0,0,0,1,0,4,1,104,69.05,638000
0,0,0,1,0,4,1,88,92.11,655000
0,0,0,1,0,4,1,91,57.07,430000
0,0,0,1,0,4,1,106,65.01,662000
0,0,0,1,0,4,1,84,53.1,400000
0,0,0,1,0,4,1,92,54.05,486888
0,0,0,1,0,5,1,121,56.06,690000
0,0,0,1,0,5,1,121,58.05,585000
0,0,0,1,0,5,1,138,69.05,810000
0,0,0,1,0,5,1,123,74.01,660000
0,0,0,1,0,5,1,137,60.08,850000
0,0,0,1,0,5,1,140,60,825000
0,0,0,1,0,5,1,115,77,715000
0,0,0,1,0,5,1,115,77,630000
0,0,0,1,0,5,1,112,77,590000
0,0,0,1,0,5,1,122,62,670000
0,0,0,1,0,5,1,117,52.01,693000
0,0,0,1,0,5,1,123,69.04,650000
0,0,0,1,0,5,1,118,53.07,625000
0,0,0,1,0,5,1,118,53.06,640000
0,0,0,1,0,6,1,150,61.1,780000
0,0,0,1,0,6,1,150,61.1,795000
0,0,0,1,0,6,1,144,69.05,1000000
0,0,0,1,0,6,1,148,60,900000
0,0,0,1,0,6,1,142,72.1,850000
0,0,0,1,0,2,1,47,91.07,355000
0,0,0,1,0,3,1,68,91.08,520000
0,0,0,1,0,4,1,104,71.08,525000
0,0,0,1,0,4,1,104,71.04,535000
0,0,0,1,0,4,1,112,72.01,585000
0,0,0,1,0,4,1,105,69,500000
0,0,0,1,0,4,1,104,68.11,518000
0,0,0,1,0,4,1,107,69.07,518000
0,0,0,1,0,4,1,84,64.1,440000
0,0,0,1,0,4,1,103,65.07,560000
0,0,0,1,0,4,1,105,66.01,610000
0,0,0,1,0,4,1,102,66.02,525000
0,0,0,1,0,4,1,106,65.07,513000
0,0,0,1,0,4,1,107,71.02,525000
0,0,0,1,0,4,1,106,66.04,503000
0,0,0,1,0,4,1,106,65.03,505000
0,0,0,1,0,4,1,105,65.06,525000
0,0,0,1,0,4,1,103,66.02,495000
0,0,0,1,0,4,1,93,91.07,659000
0,0,0,1,0,4,1,93,91.07,630000
0,0,0,1,0,4,1,108,71.1,590000
0,0,0,1,0,4,1,107,72.08,565000
0,0,0,1,0,4,1,104,72.1,530000
0,0,0,1,0,4,1,104,72.09,530000
0,0,0,1,0,5,1,128,71.07,672000
0,0,0,1,0,5,1,124,72.01,650000
0,0,0,1,0,5,1,127,72,635000
0,0,0,1,0,5,1,122,71.06,635000
0,0,0,1,0,5,1,121,71.06,730000
0,0,0,1,0,5,1,138,69.08,621000
0,0,0,1,0,5,1,123,66.01,590000
0,0,0,1,0,5,1,128,66.01,720000
0,0,0,1,0,5,1,124,69.08,653000
0,0,0,1,0,5,1,138,70.04,680000
0,0,0,1,0,5,1,131,66.04,635000
0,0,0,1,0,5,1,125,71.01,600000
0,0,0,1,0,5,1,128,69.07,575000
0,0,0,1,0,5,1,126,70.04,600000
0,0,0,1,0,5,1,126,71.01,585000
0,0,0,1,0,5,1,126,69.09,638000
0,0,0,1,0,5,1,126,69.09,615000
0,0,0,1,0,5,1,126,69.08,645000
0,0,0,1,0,5,1,122,64.11,638000
0,0,0,1,0,5,1,127,71.02,572000
0,0,0,1,0,5,1,134,70.04,610000
0,0,0,1,0,5,1,137,69.06,650000
0,0,0,1,0,5,1,123,69,675888
0,0,0,1,0,5,1,123,69,641000
0,0,0,1,0,5,1,135,71.11,745000
0,0,0,1,0,5,1,124,71.1,662000
0,0,0,1,0,5,1,127,72.11,635000
0,0,0,1,0,5,2,123,72.1,650000
0,0,0,1,0,5,1,128,72.09,610000
0,0,0,1,0,5,1,124,72.07,665000
0,0,0,1,0,6,1,145,71.08,820000
0,0,0,1,0,6,1,150,71.08,835000
0,0,0,1,0,6,1,146,68.11,820000
0,0,0,1,0,6,1,145,70.1,770000
0,0,0,1,0,6,1,149,70.1,743888
0,0,0,1,0,6,1,149,71.02,725000
0,0,0,1,0,6,1,146,69.08,705000
0,0,0,1,0,6,1,145,69.08,780000
0,0,0,1,0,6,1,147,69.09,738888
0,0,0,1,0,6,1,147,69.09,735000
0,0,0,1,0,6,1,146,69.09,720000
0,0,0,1,0,6,1,148,69.09,835000
0,0,0,1,0,6,1,144,69,743000
0,0,0,1,0,6,1,148,71.11,845000
0,0,0,1,0,6,1,152,71.1,950000
0,0,0,1,0,6,1,145,72.06,785000
0,0,0,1,0,3,1,73,60.04,416000
0,0,0,1,0,3,1,67,61,385000
0,0,0,1,0,3,1,73,60.04,425000
0,0,0,1,0,3,1,67,91.06,486000
0,0,0,1,0,3,1,74,64.11,423000
0,0,0,1,0,3,2,67,91.08,500888
0,0,0,1,0,3,2,67,91.07,518000
0,0,0,1,0,3,1,61,90.06,571000
0,0,0,1,0,3,1,74,60.09,395000
0,0,0,1,0,3,1,93,60.04,423000
0,0,0,1,0,3,1,74,60.09,380000
0,0,0,1,0,3,1,74,60.02,380000
0,0,0,1,0,3,1,75,58.02,420000
0,0,0,1,0,3,1,79,58.1,450000
0,0,0,1,0,3,1,79,58.06,433000
0,0,0,1,0,3,1,74,60.06,438000
0,0,0,1,0,3,1,75,58.09,390000
0,0,0,1,0,3,1,74,60.05,428000
0,0,0,1,0,3,1,74,61.03,407000
0,0,0,1,0,3,1,74,60.1,413888
0,0,0,1,0,3,1,79,59.07,412000
0,0,0,1,0,3,1,79,60.1,410000
0,0,0,1,0,3,1,75,59.1,415000
0,0,0,1,0,3,1,74,60.06,435000
0,0,0,1,0,3,1,68,63.11,388000
0,0,0,1,0,3,1,75,59.07,432000
0,0,0,1,0,3,1,74,69.07,460000
0,0,0,1,0,3,1,75,60.01,420000
0,0,0,1,0,3,1,74,69.08,420000
0,0,0,1,0,3,1,75,59.06,410000
0,0,0,1,0,3,1,79,58.06,425000
0,0,0,1,0,3,1,73,60.07,400000
0,0,0,1,0,3,1,73,60.05,420000
0,0,0,1,0,3,1,73,61.01,404000
0,0,0,1,0,3,1,73,61.03,422500
0,0,0,1,0,3,1,73,61.02,439000
0,0,0,1,0,3,1,74,61.03,405000
0,0,0,1,0,3,1,74,61.02,412000
0,0,0,1,0,3,1,74,61.04,400000
0,0,0,1,0,3,1,74,63.06,400000
0,0,0,1,0,3,1,67,94.11,452500
0,0,0,1,0,3,1,67,94.1,475000
0,0,0,1,0,3,1,67,62.09,395000
0,0,0,1,0,3,1,73,60.08,405000
0,0,0,1,0,3,1,74,64.05,388000
0,0,0,1,0,3,1,82,61,443000
0,0,0,1,0,3,1,64,62.08,392000
0,0,0,1,0,4,1,104,65.04,530000
0,0,0,1,0,4,1,104,65.05,520000
0,0,0,1,0,4,1,95,65.02,580000
0,0,0,1,0,4,1,104,65.03,525000
0,0,0,1,0,4,1,101,73,618000
0,0,0,1,0,4,1,84,64.04,468000
0,0,0,1,0,4,1,104,64.1,600000
0,0,0,1,0,4,1,104,64.11,535000
0,0,0,1,0,4,1,84,64.01,500000
0,0,0,1,0,4,1,104,64.07,598000
0,0,0,1,0,4,1,104,64.1,550000
0,0,0,1,0,4,1,104,64.09,530000
0,0,0,1,0,4,1,104,64.08,525000
0,0,0,1,0,4,1,105,70.03,540000
0,0,0,1,0,4,1,101,73.03,570000
0,0,0,1,0,4,1,92,91.06,610000
0,0,0,1,0,4,1,92,91.06,645000
0,0,0,1,0,4,1,92,91.06,650000
0,0,0,1,0,4,1,103,64.07,545000
0,0,0,1,0,4,1,110,69.08,560000
0,0,0,1,0,4,1,106,69.07,548000
0,0,0,1,0,4,1,121,65.11,610000
0,0,0,1,0,4,1,92,85,758888
0,0,0,1,0,4,1,84,90.07,700000
0,0,0,1,0,4,1,84,90.07,700000
0,0,0,1,0,4,1,117,59,560000
0,0,0,1,0,4,1,103,60.11,535000
0,0,0,1,0,4,1,103,60.11,560000
0,0,0,1,0,4,1,103,61,587000
0,0,0,1,0,4,1,91,60.05,555000
0,0,0,1,0,4,1,108,60.09,500000
0,0,0,1,0,4,1,92,60.04,575000
0,0,0,1,0,4,1,105,60.1,562000
0,0,0,1,0,4,1,91,61.01,492000
0,0,0,1,0,4,1,91,60.1,530000
0,0,0,1,0,4,1,108,60,545000
0,0,0,1,0,4,1,102,60.07,490000
0,0,0,1,0,4,1,105,60.07,540000
0,0,0,1,0,4,1,105,60.06,515000
0,0,0,1,0,4,1,107,69.07,626000
0,0,0,1,0,4,1,107,72.07,520000
0,0,0,1,0,4,1,109,71.1,518000
0,0,0,1,0,4,1,112,71.09,515000
0,0,0,1,0,4,1,109,71.07,533000
0,0,0,1,0,4,1,102,73.05,532000
0,0,0,1,0,4,1,100,73.01,527000
0,0,0,1,0,4,1,104,63.06,520000
0,0,0,1,0,4,1,84,61.07,510000
0,0,0,1,0,4,1,105,72.09,588000
0,0,0,1,0,4,1,89,62.05,518000
0,0,0,1,0,4,1,102,72.07,530000
0,0,0,1,0,4,1,102,72.06,540000
0,0,0,1,0,4,1,106,73.03,554888
0,0,0,1,0,4,1,100,73.09,571000
0,0,0,1,0,4,1,99,73.06,518000
0,0,0,1,0,4,1,102,73.09,570000
0,0,0,1,0,4,1,103,73.06,550000
0,0,0,1,0,4,1,100,73.02,515000
0,0,0,1,0,4,1,100,73.05,548888
0,0,0,1,0,4,1,105,60.09,580000
0,0,0,1,0,4,1,106,71.02,635000
0,0,0,1,0,4,1,104,64.07,565000
0,0,0,1,0,4,1,104,65.01,560000
0,0,0,1,0,4,1,104,64.1,562000
0,0,0,1,0,4,1,94,93.02,678000
0,0,0,1,0,5,1,111,87.03,855000
0,0,0,1,0,5,1,107,87.02,855000
0,0,0,1,0,5,1,128,65.06,630000
0,0,0,1,0,5,1,121,65,650000
0,0,0,1,0,5,1,121,64.01,643000
0,0,0,1,0,5,1,122,64.03,708000
0,0,0,1,0,5,1,121,64.03,635000
0,0,0,1,0,5,1,123,64,630000
0,0,0,1,0,5,1,122,64.05,640000
0,0,0,1,0,5,1,123,64.03,668000
0,0,0,1,0,5,1,124,73.02,800000
0,0,0,1,0,5,1,127,70.03,683000
0,0,0,1,0,5,1,126,70.04,670000
0,0,0,1,0,5,1,121,70.02,638000
0,0,0,1,0,5,1,127,64.04,670000
0,0,0,1,0,5,1,127,69.08,645000
0,0,0,1,0,5,1,113,91.08,800000
0,0,0,1,0,5,2,108,85,880000
0,0,0,1,0,5,1,113,85,856000
0,0,0,1,0,5,1,132,61.1,635000
0,0,0,1,0,5,1,133,60.07,660000
0,0,0,1,0,5,1,133,60.08,740000
0,0,0,1,0,5,1,126,61.07,590000
0,0,0,1,0,5,1,132,61.01,620000
0,0,0,1,0,5,1,124,69.09,650000
0,0,0,1,0,5,1,125,69.08,645000
0,0,0,1,0,5,1,127,69.09,675000
0,0,0,1,0,5,1,127,69.1,673000
0,0,0,1,0,5,1,125,69.08,715000
0,0,0,1,0,5,1,121,72.04,585000
0,0,0,1,0,5,1,122,64.01,638000
0,0,0,1,0,5,1,135,69.07,730000
0,0,0,1,0,5,1,131,72.06,720000
0,0,0,1,0,5,1,113,94.11,748888
0,0,0,1,0,5,1,113,94.1,775000
0,0,0,1,0,5,1,119,73.08,705000
0,0,0,1,0,5,1,120,73.03,642000
0,0,0,1,0,5,1,119,73.03,630000
0,0,0,1,0,5,1,120,73.05,648000
0,0,0,1,0,5,1,121,65.01,630000
0,0,0,1,0,5,1,122,64.07,600000
0,0,0,1,0,5,1,113,93.02,770000
0,0,0,1,0,5,1,114,93.02,815000
0,0,0,1,0,5,1,114,93.01,687000
0,0,0,1,0,5,1,134,60.07,690000
0,0,0,1,0,5,1,133,60,660000
0,0,0,1,0,6,1,146,63.11,885000
0,0,0,1,0,6,1,150,60.07,965000
0,0,0,1,0,6,1,147,72,880000
0,0,0,1,0,6,1,147,72,780000
0,0,0,1,0,6,1,142,69.07,800000
0,0,0,1,0,6,1,144,72.07,833000
0,0,0,1,0,6,1,146,64.1,910000
0,0,0,1,0,6,1,146,64.1,850000
0,0,0,1,0,6,1,146,65.01,875000
0,0,0,1,0,6,1,146,65.01,880000
0,0,0,1,0,6,1,149,65.02,838888
0,0,0,1,0,2,1,45,62.06,285000
0,0,0,1,0,3,1,69,86.04,530000
0,0,0,1,0,3,1,67,55.06,355000
0,0,0,1,0,3,1,68,56.04,347000
0,0,0,1,0,3,1,68,56.02,400000
0,0,0,1,0,3,1,67,55,371000
0,0,0,1,0,3,1,67,54.1,393888
0,0,0,1,0,3,1,67,54.09,350000
0,0,0,1,0,3,1,67,55.01,380000
0,0,0,1,0,3,1,67,53.06,365000
0,0,0,1,0,3,1,67,54.04,365000
0,0,0,1,0,3,1,73,54.03,375000
0,0,0,1,0,3,1,67,55.06,419000
0,0,0,1,0,3,1,68,54.11,425000
0,0,0,1,0,3,1,68,54.11,380000
0,0,0,1,0,3,1,67,54.04,370000
0,0,0,1,0,3,1,67,54.05,355000
0,0,0,1,0,3,1,67,54.04,385000
0,0,0,1,0,3,1,68,56,365000
0,0,0,1,0,3,1,68,56.05,335000
0,0,0,1,0,3,1,68,55.11,350000
0,0,0,1,0,3,1,67,55.05,355000
0,0,0,1,0,3,2,68,55.11,350000
0,0,0,1,0,3,1,67,90.07,595000
0,0,0,1,0,3,1,67,90.07,610000
0,0,0,1,0,3,1,64,63.03,370000
0,0,0,1,0,3,1,68,57.02,380000
0,0,0,1,0,3,1,67,58.09,350000
0,0,0,1,0,3,1,67,61.07,395000
0,0,0,1,0,3,1,68,58.03,358000
0,0,0,1,0,3,1,68,57.05,385000
0,0,0,1,0,3,1,68,62.06,385000
0,0,0,1,0,3,1,59,52.01,330000
0,0,0,1,0,3,1,67,54.08,348000
0,0,0,1,0,3,1,67,54.08,365000
0,0,0,1,0,3,1,65,50,346888
0,0,0,1,0,3,1,65,49.11,328000
0,0,0,1,0,3,1,76,60,353000
0,0,0,1,0,3,1,76,60.03,376000
0,0,0,1,0,3,1,75,59.11,365000
0,0,0,1,0,3,1,68,92.09,550000
0,0,0,1,0,3,1,68,57.04,360000
0,0,0,1,0,3,1,68,56.03,358000
0,0,0,1,0,3,1,65,53.04,351888
0,0,0,1,0,3,1,65,58.07,388000
0,0,0,1,0,4,1,97,86.04,755000
0,0,0,1,0,4,1,92,55.06,430000
0,0,0,1,0,4,1,92,55.08,458000
0,0,0,1,0,4,1,91,56.1,493000
0,0,0,1,0,4,1,98,54.04,500000
0,0,0,1,0,4,1,92,82,667000
0,0,0,1,0,4,1,91,56.09,505000
0,0,0,1,0,4,1,93,56.05,465000
0,0,0,1,0,4,1,92,56.03,508000
0,0,0,1,0,4,1,90,55.07,460000
0,0,0,1,0,4,1,90,55.07,468000
0,0,0,1,0,4,1,93,94.1,740000
0,0,0,1,0,4,1,87,90.07,710000
0,0,0,1,0,4,1,84,63.04,550000
0,0,0,1,0,4,1,103,63.06,525000
0,0,0,1,0,4,1,103,60.05,550000
0,0,0,1,0,4,1,91,57.01,500000
0,0,0,1,0,4,1,105,76.11,650000
0,0,0,1,0,4,1,82,52,438000
0,0,0,1,0,4,1,84,53.07,418000
0,0,0,1,0,4,1,92,54.08,480000
0,0,0,1,0,4,1,105,61.04,530000
0,0,0,1,0,4,1,84,53.07,453000
0,0,0,1,0,4,1,83,61.04,452000
0,0,0,1,0,4,1,83,61.01,485000
0,0,0,1,0,4,1,105,60.03,495000
0,0,0,1,0,4,1,108,72.09,628500
0,0,0,1,0,4,1,107,73,640000
0,0,0,1,0,4,1,108,72.06,578000
0,0,0,1,0,4,1,104,65.03,725000
0,0,0,1,0,5,1,121,56.05,595000
0,0,0,1,0,5,1,119,54.09,678000
0,0,0,1,0,5,1,123,54.02,638000
0,0,0,1,0,5,2,113,94.1,918000
0,0,0,1,0,5,1,121,56.1,612888
0,0,0,1,0,5,1,140,60.01,875000
0,0,0,1,0,5,1,123,58.04,590000
0,0,0,1,0,5,1,139,69.04,660000
0,0,0,1,0,5,1,121,58.04,550000
0,0,0,1,0,5,1,121,58.11,595000
0,0,0,1,0,5,1,120,58.03,522000
0,0,0,1,0,5,1,122,62.09,605000
0,0,0,1,0,5,1,122,62.1,580000
0,0,0,1,0,5,1,115,54.01,652000
0,0,0,1,0,5,1,121,57.05,555000
0,0,0,1,0,5,1,121,57.05,570000
0,0,0,1,0,5,1,125,72.09,800000
0,0,0,1,0,5,1,126,73,715000
0,0,0,1,0,5,1,121,65,735000
0,0,0,1,0,5,2,120,53.05,678000
0,0,0,1,0,6,1,143,63,840000
0,0,0,1,0,6,1,148,60,840000
0,0,0,1,0,6,1,150,61.1,870000
0,0,0,1,0,6,1,144,60,900000
0,0,0,1,0,6,1,146,65.01,1005000
0,0,0,1,0,6,1,146,65.01,880000
0,0,0,1,0,4,1,104,72.07,535000
0,0,0,1,0,4,1,104,71.06,510000
0,0,0,1,0,4,1,106,65.1,568888
0,0,0,1,0,4,1,104,65.11,533000
0,0,0,1,0,4,1,104,69.11,518000
0,0,0,1,0,4,1,93,91.06,652000
0,0,0,1,0,4,1,104,69.06,530000
0,0,0,1,0,4,1,93,91.05,598000
0,0,0,1,0,4,2,109,69.11,555000
0,0,0,1,0,4,1,110,71.09,615000
0,0,0,1,0,4,1,106,72.1,575000
0,0,0,1,0,5,1,123,71.03,600000
0,0,0,1,0,5,1,123,71.03,680000
0,0,0,1,0,5,1,135,68.11,628000
0,0,0,1,0,5,1,132,65.04,670000
0,0,0,1,0,5,1,125,69.08,613000
0,0,0,1,0,5,1,122,65.02,688000
