Central,North,South,East,West,flat_type,storey_range,floor_area_sqm,remaining_lease_decimal,resale_price
0,1,0,0,0,3,1,67,89.03,410000
0,1,0,0,0,3,1,67,93.08,455000
0,1,0,0,0,3,1,68,93.08,435000
0,1,0,0,0,3,1,73,63.1,390000
0,1,0,0,0,3,1,64,63.03,390000
0,1,0,0,0,3,1,64,63.04,365000
0,1,0,0,0,3,1,67,60.08,426888
0,1,0,0,0,3,1,67,60.06,345800
0,1,0,0,0,3,1,67,60.07,400000
0,1,0,0,0,3,1,67,60.09,360000
0,1,0,0,0,4,1,92,91.04,510000
0,1,0,0,0,4,1,92,89.04,615000
0,1,0,0,0,4,1,92,91.08,515000
0,1,0,0,0,4,1,93,89.03,510000
0,1,0,0,0,4,1,92,91.06,513000
0,1,0,0,0,4,1,89,62.08,465000
0,1,0,0,0,4,1,93,93.11,580880
0,1,0,0,0,4,1,84,63.04,421000
0,1,0,0,0,4,1,93,93.11,612000
0,1,0,0,0,4,1,93,94.06,575000
0,1,0,0,0,4,1,93,93.11,565000
0,1,0,0,0,4,1,93,94.06,570000
0,1,0,0,0,4,1,93,94.06,585000
0,1,0,0,0,4,1,93,94.06,556000
0,1,0,0,0,4,1,93,93.08,540888
0,1,0,0,0,4,1,104,63.03,470000
0,1,0,0,0,4,1,104,65.03,480000
0,1,0,0,0,4,1,104,64.04,480000
0,1,0,0,0,4,1,84,64.04,385000
0,1,0,0,0,4,1,84,64,388000
0,1,0,0,0,4,1,104,64.03,490000
0,1,0,0,0,4,1,93,94.05,525000
0,1,0,0,0,4,1,84,63.01,435000
0,1,0,0,0,4,1,104,68.09,488688
0,1,0,0,0,4,1,83,62.08,435000
0,1,0,0,0,4,1,105,63,486000
0,1,0,0,0,4,1,84,63.08,418000
0,1,0,0,0,4,1,84,60.1,415000
0,1,0,0,0,4,1,94,58,455000
0,1,0,0,0,4,1,84,60.1,410000
0,1,0,0,0,4,1,93,94.05,608000
0,1,0,0,0,4,1,85,62.11,460000
0,1,0,0,0,4,1,92,88.02,545000
0,1,0,0,0,4,1,93,60.04,470000
0,1,0,0,0,4,1,92,88.03,541000
0,1,0,0,0,4,1,104,64.03,502888
0,1,0,0,0,4,1,96,61.01,497000
0,1,0,0,0,4,1,96,61.04,498000
0,1,0,0,0,4,1,93,61.05,450000
0,1,0,0,0,4,1,98,61.05,490000
0,1,0,0,0,4,1,93,61.04,480000
0,1,0,0,0,4,1,84,61,410000
0,1,0,0,0,4,1,93,89.03,558000
0,1,0,0,0,4,1,92,93.08,527000
0,1,0,0,0,4,1,93,91.1,513000
0,1,0,0,0,4,1,93,93.1,512000
0,1,0,0,0,4,1,92,91.1,504000
0,1,0,0,0,4,1,93,93.02,572000
0,1,0,0,0,4,1,83,62.09,455000
0,1,0,0,0,4,1,84,63.03,415000
0,1,0,0,0,4,1,83,62.08,455000
0,1,0,0,0,4,1,84,61.06,397000
0,1,0,0,0,4,1,84,61.06,400000
0,1,0,0,0,4,1,84,61.05,458000
0,1,0,0,0,4,1,91,60.01,505000
0,1,0,0,0,4,1,104,61.05,525000
0,1,0,0,0,4,1,104,63.05,575000
0,1,0,0,0,5,1,112,91.04,628000
0,1,0,0,0,5,1,122,68.09,555000
0,1,0,0,0,5,1,113,93.11,615000
0,1,0,0,0,5,1,112,94.06,667000
0,1,0,0,0,5,1,121,63.04,563000
0,1,0,0,0,5,1,121,62.01,650000
0,1,0,0,0,5,1,121,63.05,640000
0,1,0,0,0,5,1,112,76.06,625000
0,1,0,0,0,5,1,121,61.02,570000
0,1,0,0,0,5,1,133,67.11,610000
0,1,0,0,0,5,1,120,93.09,715000
0,1,0,0,0,5,1,113,93.03,645000
0,1,0,0,0,5,1,120,93.09,685000
0,1,0,0,0,5,1,121,62.11,565000
0,1,0,0,0,6,1,143,63.04,845000
0,1,0,0,0,6,1,146,64.03,895000
0,1,0,0,0,0,1,159,63.06,935000
0,1,0,0,0,2,1,47,94.04,352500
0,1,0,0,0,2,1,47,94.01,325000
0,1,0,0,0,2,1,47,94.04,362000
0,1,0,0,0,2,1,47,90.1,310000
0,1,0,0,0,2,1,48,94.11,330000
0,1,0,0,0,2,1,48,94.1,332000
0,1,0,0,0,2,1,47,94.11,335000
0,1,0,0,0,2,1,48,94.1,350000
0,1,0,0,0,2,1,48,94.1,340000
0,1,0,0,0,2,2,46,90.1,325000
0,1,0,0,0,2,1,46,90.11,302888
0,1,0,0,0,3,1,67,94.02,445000
0,1,0,0,0,3,1,67,94.01,460000
0,1,0,0,0,3,1,67,94.01,420000
0,1,0,0,0,3,1,67,94,450000
0,1,0,0,0,3,1,68,90.1,408000
0,1,0,0,0,3,1,68,94.1,438000
0,1,0,0,0,3,1,68,94.1,440000
0,1,0,0,0,4,1,95,77.01,535888
0,1,0,0,0,4,1,94,86.01,465000
0,1,0,0,0,4,1,93,94.04,600000
0,1,0,0,0,4,1,93,93.08,615000
0,1,0,0,0,4,1,93,93.08,615000
0,1,0,0,0,4,1,93,93.07,508888
0,1,0,0,0,4,1,93,93.07,625000
0,1,0,0,0,4,1,93,93.08,610000
0,1,0,0,0,4,1,93,77.03,510000
0,1,0,0,0,4,1,100,74.05,489000
0,1,0,0,0,4,1,93,94.01,575000
0,1,0,0,0,4,1,93,94.01,575000
0,1,0,0,0,4,1,93,94.04,590000
0,1,0,0,0,4,1,93,94.04,566000
0,1,0,0,0,4,1,93,94.05,531888
0,1,0,0,0,4,1,93,94.01,500000
0,1,0,0,0,4,1,93,94.01,630000
0,1,0,0,0,4,1,93,94,575000
0,1,0,0,0,4,1,93,94,560000
0,1,0,0,0,4,1,93,94.01,580000
0,1,0,0,0,4,1,93,94.01,600000
0,1,0,0,0,4,1,93,94.01,635000
0,1,0,0,0,4,1,93,94.01,588000
0,1,0,0,0,4,1,93,94.01,625000
0,1,0,0,0,4,1,85,78.06,480000
0,1,0,0,0,4,2,93,90.11,555000
0,1,0,0,0,4,1,93,90.1,530000
0,1,0,0,0,4,2,93,90.09,558888
0,1,0,0,0,4,1,93,90.1,525000
0,1,0,0,0,4,1,100,75.05,500000
0,1,0,0,0,4,1,100,74.11,505000
0,1,0,0,0,4,2,93,95,560000
0,1,0,0,0,4,1,93,94.11,550000
0,1,0,0,0,4,1,93,94.11,565000
0,1,0,0,0,4,1,93,94.11,556888
0,1,0,0,0,4,1,93,94.11,550000
0,1,0,0,0,4,1,93,94.1,520000
0,1,0,0,0,4,1,93,94.09,560000
0,1,0,0,0,4,1,93,94.11,592000
0,1,0,0,0,4,1,93,94.1,550000
0,1,0,0,0,4,1,93,94.11,560000
0,1,0,0,0,4,1,93,94.1,520000
0,1,0,0,0,4,1,93,94.11,560000
0,1,0,0,0,4,1,91,76.03,460000
0,1,0,0,0,4,1,90,74.08,446000
0,1,0,0,0,4,1,90,77.03,442000
0,1,0,0,0,5,1,111,77,565000
0,1,0,0,0,5,1,118,77.01,525000
0,1,0,0,0,5,1,110,76.11,536888
0,1,0,0,0,5,1,110,76.1,540000
0,1,0,0,0,5,1,111,79.1,520000
0,1,0,0,0,5,1,113,93.07,672500
0,1,0,0,0,5,1,121,74.04,605000
0,1,0,0,0,5,1,110,77.04,600000
0,1,0,0,0,5,1,110,77.04,625800
0,1,0,0,0,5,1,110,76.09,580000
0,1,0,0,0,5,1,113,94.04,730000
0,1,0,0,0,5,1,113,93.06,725000
0,1,0,0,0,5,1,113,93.11,712000
0,1,0,0,0,5,1,110,78.05,570000
0,1,0,0,0,5,1,119,75.01,580000
0,1,0,0,0,5,1,121,75.01,632000
0,1,0,0,0,5,1,110,76.04,502000
0,1,0,0,0,5,1,110,76.04,535000
0,1,0,0,0,5,1,122,74.09,645000
0,1,0,0,0,6,1,142,74.04,786000
0,1,0,0,0,2,1,47,94.03,330000
0,1,0,0,0,2,1,47,91.01,308000
0,1,0,0,0,2,1,47,94.03,370000
0,1,0,0,0,3,1,67,53,320000
0,1,0,0,0,3,1,67,53,310000
0,1,0,0,0,3,1,68,56.1,325000
0,1,0,0,0,3,1,65,50.01,285000
0,1,0,0,0,3,1,73,52.1,348000
0,1,0,0,0,3,1,65,60.05,320000
0,1,0,0,0,3,1,65,60.05,302000
0,1,0,0,0,3,2,67,91.01,425000
0,1,0,0,0,3,2,66,91,428000
0,1,0,0,0,3,1,66,91.01,388000
0,1,0,0,0,3,1,69,60.07,337000
0,1,0,0,0,3,1,69,60.06,345000
0,1,0,0,0,3,1,68,94.04,430000
0,1,0,0,0,3,1,68,94,470000
0,1,0,0,0,3,1,67,90.09,419000
0,1,0,0,0,3,1,68,94,423000
0,1,0,0,0,3,1,68,60.09,395000
0,1,0,0,0,3,1,73,60.09,380000
0,1,0,0,0,3,1,73,60.09,385000
0,1,0,0,0,4,1,98,55.04,400000
0,1,0,0,0,4,1,83,61.06,430888
0,1,0,0,0,4,1,103,69.08,460000
0,1,0,0,0,4,1,92,89.04,550000
0,1,0,0,0,4,1,102,73.11,460000
0,1,0,0,0,4,1,102,73.07,470000
0,1,0,0,0,4,1,100,73.05,515000
0,1,0,0,0,4,1,92,94.04,570000
0,1,0,0,0,4,1,100,72.11,520000
0,1,0,0,0,4,1,103,73.08,480000
0,1,0,0,0,4,1,102,73.1,500000
0,1,0,0,0,4,1,102,73.07,477500
0,1,0,0,0,4,1,101,73.05,550000
0,1,0,0,0,4,1,91,73.04,468000
0,1,0,0,0,4,1,102,73.06,485000
0,1,0,0,0,4,1,101,73.1,505000
0,1,0,0,0,4,1,100,73.01,495000
0,1,0,0,0,4,1,90,79.02,465000
0,1,0,0,0,4,1,100,73.04,465000
0,1,0,0,0,4,1,92,91.02,518000
0,1,0,0,0,4,1,102,73.07,475000
0,1,0,0,0,4,1,92,91.01,525000
0,1,0,0,0,4,1,92,91.01,530000
0,1,0,0,0,4,1,101,74.06,477500
0,1,0,0,0,4,1,101,74.08,485000
0,1,0,0,0,4,1,93,94.01,575000
0,1,0,0,0,4,1,93,94,555888
0,1,0,0,0,4,1,90,76.1,455000
0,1,0,0,0,4,1,93,94,558888
0,1,0,0,0,4,1,93,94,560000
0,1,0,0,0,4,1,91,76.05,470000
0,1,0,0,0,4,1,91,76.05,490000
0,1,0,0,0,4,1,93,93.11,595000
0,1,0,0,0,4,1,93,94,530000
0,1,0,0,0,4,1,99,72.09,505000
0,1,0,0,0,4,1,97,72.09,500000
0,1,0,0,0,4,1,93,93.01,605000
0,1,0,0,0,4,1,99,73.03,468000
0,1,0,0,0,4,1,99,73.03,480000
0,1,0,0,0,4,1,93,74.01,475000
0,1,0,0,0,4,1,92,74.01,460000
0,1,0,0,0,4,1,91,73.03,465000
0,1,0,0,0,4,1,93,73.04,470000
0,1,0,0,0,4,1,100,73.02,485000
0,1,0,0,0,4,1,93,94.02,596000
0,1,0,0,0,4,1,101,75.07,538000
0,1,0,0,0,4,1,101,72.09,525000
0,1,0,0,0,4,1,105,75.08,515000
0,1,0,0,0,4,1,90,79.07,500000
0,1,0,0,0,4,1,94,78.08,550000
0,1,0,0,0,4,1,90,76.07,475000
0,1,0,0,0,4,1,102,75.01,495000
0,1,0,0,0,4,1,101,75.03,460000
0,1,0,0,0,4,1,93,94.02,515000
0,1,0,0,0,4,1,93,94.01,541500
0,1,0,0,0,4,1,93,94.01,532000
0,1,0,0,0,4,1,93,94.01,565888
0,1,0,0,0,4,1,93,60.09,445000
0,1,0,0,0,4,1,103,60.09,473000
0,1,0,0,0,4,1,84,65.05,410000
0,1,0,0,0,4,1,89,69.07,440000
0,1,0,0,0,4,1,100,72.11,463000
0,1,0,0,0,4,1,104,72.01,470000
0,1,0,0,0,4,1,111,71.1,532000
0,1,0,0,0,4,1,111,71.1,513000
0,1,0,0,0,4,1,115,71.1,520000
0,1,0,0,0,4,1,106,71.04,486000
0,1,0,0,0,4,1,84,70.01,455000
0,1,0,0,0,4,1,108,71.09,500000
0,1,0,0,0,4,1,108,71.09,460000
0,1,0,0,0,4,1,106,72.02,495000
0,1,0,0,0,4,1,105,71.1,498000
0,1,0,0,0,4,1,103,71.09,420000
0,1,0,0,0,4,1,103,71.09,468000
0,1,0,0,0,5,1,124,53.1,485000
0,1,0,0,0,5,1,139,60.07,660000
0,1,0,0,0,5,1,121,72,648000
0,1,0,0,0,5,1,121,73.02,575000
0,1,0,0,0,5,1,122,73.08,600000
0,1,0,0,0,5,1,120,72.1,645000
0,1,0,0,0,5,1,125,72,603000
0,1,0,0,0,5,1,111,79.03,555000
0,1,0,0,0,5,1,122,73.07,580000
0,1,0,0,0,5,1,112,91,618000
0,1,0,0,0,5,1,112,91.01,615000
0,1,0,0,0,5,1,120,73.08,562000
0,1,0,0,0,5,1,123,73.07,565000
0,1,0,0,0,5,1,128,74.09,655000
0,1,0,0,0,5,1,126,76.03,640000
0,1,0,0,0,5,1,124,74.06,608000
0,1,0,0,0,5,1,124,76.02,620000
0,1,0,0,0,5,1,123,74.07,610000
0,1,0,0,0,5,1,110,77.01,550000
0,1,0,0,0,5,1,115,75.11,600000
0,1,0,0,0,5,1,121,75.1,600000
0,1,0,0,0,5,1,119,72.05,572000
0,1,0,0,0,5,1,119,72.05,585000
0,1,0,0,0,5,1,118,73.01,550000
0,1,0,0,0,5,1,113,93,640000
0,1,0,0,0,5,1,122,74.05,565000
0,1,0,0,0,5,1,121,74.03,575000
0,1,0,0,0,5,1,113,94.03,718000
0,1,0,0,0,5,1,120,75.08,620000
0,1,0,0,0,5,1,113,94.02,635000
0,1,0,0,0,5,1,120,72.09,600000
0,1,0,0,0,5,1,113,94.01,625000
0,1,0,0,0,5,1,113,78.06,588000
0,1,0,0,0,5,1,113,94,638000
0,1,0,0,0,5,1,113,94,685000
0,1,0,0,0,5,1,121,75.08,590000
0,1,0,0,0,5,1,110,79.07,535000
0,1,0,0,0,5,1,110,79.08,520000
0,1,0,0,0,5,1,121,75.02,600000
0,1,0,0,0,5,1,122,73.07,550000
0,1,0,0,0,5,1,113,94.01,650000
0,1,0,0,0,5,1,132,70.07,580000
0,1,0,0,0,5,1,132,70.07,648000
0,1,0,0,0,5,1,122,69.09,530000
0,1,0,0,0,5,1,137,71.04,650000
0,1,0,0,0,5,1,136,70.09,666000
0,1,0,0,0,5,1,129,71.09,600000
0,1,0,0,0,5,1,126,71.09,613000
0,1,0,0,0,6,1,170,70.11,885000
0,1,0,0,0,6,1,141,72.02,700000
0,1,0,0,0,6,1,131,76.11,725000
0,1,0,0,0,6,1,141,74,758000
0,1,0,0,0,6,1,142,75.03,790000
0,1,0,0,0,6,1,143,73.09,810000
0,1,0,0,0,6,1,144,73.09,745000
0,1,0,0,0,6,1,144,73.11,825000
0,1,0,0,0,6,1,163,70.07,906000
0,1,0,0,0,6,1,146,64.05,750000
0,1,0,0,0,6,1,177,70.06,930000
0,1,0,0,0,6,1,177,70.09,938000
0,1,0,0,0,6,1,177,70.06,1150000
0,1,0,0,0,6,1,146,71.09,750000
0,1,0,0,0,6,1,176,70.03,830000
0,1,0,0,0,2,1,38,94.05,330000
0,1,0,0,0,2,1,47,94.05,345000
0,1,0,0,0,2,1,47,93.06,330000
0,1,0,0,0,2,1,47,94.04,330000
0,1,0,0,0,3,1,68,93.08,410000
0,1,0,0,0,3,1,68,94.05,422000
0,1,0,0,0,3,1,74,64.08,373000
0,1,0,0,0,3,1,68,93.07,438000
0,1,0,0,0,3,1,67,60.07,400800
0,1,0,0,0,3,1,74,61.02,400000
0,1,0,0,0,3,1,74,63.01,387000
0,1,0,0,0,3,1,67,53.08,355000
0,1,0,0,0,3,1,64,62.07,385000
0,1,0,0,0,3,1,64,68,385000
0,1,0,0,0,3,1,67,93.11,486000
0,1,0,0,0,3,1,67,93.11,495000
0,1,0,0,0,3,1,67,61.03,373000
0,1,0,0,0,3,1,74,59.01,360000
0,1,0,0,0,3,1,64,68.08,410000
0,1,0,0,0,3,1,67,57.11,370000
0,1,0,0,0,3,1,67,88.01,400000
0,1,0,0,0,3,1,74,64.07,395000
0,1,0,0,0,3,1,67,93.1,535000
0,1,0,0,0,3,1,67,57.1,365000
0,1,0,0,0,3,1,82,53.07,380000
0,1,0,0,0,3,1,74,64.08,380000
0,1,0,0,0,3,1,82,61.05,380000
0,1,0,0,0,3,1,67,61.02,365888
0,1,0,0,0,3,1,67,60.03,378000
0,1,0,0,0,3,1,74,60.08,355000
0,1,0,0,0,3,1,67,60.06,350000
0,1,0,0,0,3,1,67,60.06,360000
0,1,0,0,0,3,1,67,61.05,370000
0,1,0,0,0,3,1,67,61.04,385000
0,1,0,0,0,3,1,68,61.04,369000
0,1,0,0,0,3,1,67,60.06,378000
0,1,0,0,0,3,1,68,60.09,383000
0,1,0,0,0,3,1,74,62.09,380000
0,1,0,0,0,3,1,67,91.05,420000
0,1,0,0,0,3,1,68,91.11,402000
0,1,0,0,0,3,1,68,93.02,416000
0,1,0,0,0,3,1,64,63.07,380000
0,1,0,0,0,3,1,64,61.09,344000
0,1,0,0,0,3,1,64,68,380000
0,1,0,0,0,4,1,92,91.07,530000
0,1,0,0,0,4,1,92,89.03,720000
0,1,0,0,0,4,1,92,90.09,538000
0,1,0,0,0,4,1,108,64.02,490000
0,1,0,0,0,4,1,93,89.03,525000
0,1,0,0,0,4,1,96,88,530000
0,1,0,0,0,4,1,92,88.01,505000
0,1,0,0,0,4,1,92,90.08,573000
0,1,0,0,0,4,1,93,89.02,520000
0,1,0,0,0,4,1,96,88.01,521888
0,1,0,0,0,4,1,92,88.01,520000
0,1,0,0,0,4,1,108,64.01,488000
0,1,0,0,0,4,1,105,63.06,500000
0,1,0,0,0,4,1,104,64.07,495000
0,1,0,0,0,4,1,84,61.02,430000
0,1,0,0,0,4,1,93,93.08,555000
0,1,0,0,0,4,1,93,94.06,581000
0,1,0,0,0,4,1,93,94.05,562000
0,1,0,0,0,4,1,93,94.04,560000
0,1,0,0,0,4,1,93,93.1,538000
0,1,0,0,0,4,1,93,94.05,600000
0,1,0,0,0,4,1,93,93.09,608000
0,1,0,0,0,4,1,83,63.03,430000
0,1,0,0,0,4,1,93,94.05,530000
0,1,0,0,0,4,1,93,59.07,455000
0,1,0,0,0,4,1,104,65.03,485000
0,1,0,0,0,4,1,84,63.11,410000
0,1,0,0,0,4,1,84,63.06,405000
0,1,0,0,0,4,1,84,60.11,400000
0,1,0,0,0,4,1,84,60.1,425000
0,1,0,0,0,4,1,83,63.06,460000
0,1,0,0,0,4,1,84,62.11,430000
0,1,0,0,0,4,1,105,70.08,510000
0,1,0,0,0,4,1,84,64.03,423000
0,1,0,0,0,4,1,104,68.08,468000
0,1,0,0,0,4,1,104,63.05,524000
0,1,0,0,0,4,1,104,64.08,480000
0,1,0,0,0,4,1,102,62.09,578000
0,1,0,0,0,4,1,93,60.05,460000
0,1,0,0,0,4,1,93,60.1,465000
0,1,0,0,0,4,1,93,60.07,520000
0,1,0,0,0,4,1,100,61.02,488000
0,1,0,0,0,4,1,98,60.07,502000
0,1,0,0,0,4,1,98,61.02,530000
0,1,0,0,0,4,1,84,62,410000
0,1,0,0,0,4,1,90,61.03,440000
0,1,0,0,0,4,1,92,91.05,536000
0,1,0,0,0,4,1,92,91.04,530000
0,1,0,0,0,4,1,93,89.03,515000
0,1,0,0,0,4,1,93,89.02,558000
0,1,0,0,0,4,1,92,93.08,515000
0,1,0,0,0,4,1,93,93.08,558000
0,1,0,0,0,4,1,93,93.03,560000
0,1,0,0,0,4,1,93,91.09,530000
0,1,0,0,0,4,1,93,91.09,470000
0,1,0,0,0,4,1,93,91.09,550000
0,1,0,0,0,4,1,84,63.02,438000
0,1,0,0,0,4,1,91,68,485000
0,1,0,0,0,4,1,104,62.1,485000
0,1,0,0,0,4,1,83,64,428000
0,1,0,0,0,4,1,84,62,415000
0,1,0,0,0,4,1,84,61.04,446000
0,1,0,0,0,4,1,91,60,515000
0,1,0,0,0,4,1,84,61.03,490000
0,1,0,0,0,4,1,84,62.04,450000
0,1,0,0,0,4,1,108,63.04,510000
0,1,0,0,0,4,1,84,63.04,420000
0,1,0,0,0,4,1,104,63.08,480000
0,1,0,0,0,5,1,112,91.03,625000
0,1,0,0,0,5,1,121,64.02,625000
0,1,0,0,0,5,1,121,63.06,626000
0,1,0,0,0,5,1,112,94.05,715000
0,1,0,0,0,5,1,112,94.05,670000
0,1,0,0,0,5,1,112,94.05,720000
0,1,0,0,0,5,1,112,94.05,735000
0,1,0,0,0,5,1,113,93.1,675000
0,1,0,0,0,5,1,134,67.11,668000
0,1,0,0,0,5,1,112,94.05,688000
0,1,0,0,0,5,1,133,62.02,620000
0,1,0,0,0,5,1,112,91.04,685000
0,1,0,0,0,5,1,122,63.09,660000
0,1,0,0,0,5,1,121,62.1,650888
0,1,0,0,0,5,1,113,94.04,730000
0,1,0,0,0,5,1,122,61.01,540000
0,1,0,0,0,5,1,113,94.04,680000
0,1,0,0,0,5,1,113,94.04,720000
0,1,0,0,0,5,1,122,64,580000
0,1,0,0,0,5,1,121,63.06,650000
0,1,0,0,0,5,1,121,60.09,540000
0,1,0,0,0,5,1,123,61,575000
0,1,0,0,0,5,1,111,76.05,595000
0,1,0,0,0,5,1,125,60.07,610000
0,1,0,0,0,5,1,113,91.09,645000
0,1,0,0,0,5,1,112,93.07,655000
0,1,0,0,0,5,1,120,93.07,705000
0,1,0,0,0,5,1,113,93.08,695000
0,1,0,0,0,5,1,121,62.1,610000
0,1,0,0,0,5,1,122,63.01,535000
0,1,0,0,0,5,1,129,62.05,620000
0,1,0,0,0,6,1,164,68,960000
0,1,0,0,0,6,1,142,62.01,705000
0,1,0,0,0,6,1,146,63.07,860000
0,1,0,0,0,2,1,47,94.03,362000
0,1,0,0,0,2,1,47,94,366000
0,1,0,0,0,2,1,38,94,320000
0,1,0,0,0,2,1,47,90.1,305000
0,1,0,0,0,2,1,48,94.1,328000
0,1,0,0,0,2,1,47,94.1,332000
0,1,0,0,0,2,1,38,94.1,305000
0,1,0,0,0,2,2,47,94.09,332000
0,1,0,0,0,2,1,47,94.09,338000
0,1,0,0,0,3,1,68,94.02,475000
0,1,0,0,0,3,1,68,94.02,488000
0,1,0,0,0,3,1,68,94.03,470000
0,1,0,0,0,3,1,68,94.03,410000
0,1,0,0,0,3,1,67,94.01,450000
0,1,0,0,0,3,1,68,94.03,472000
0,1,0,0,0,3,1,68,94.02,432888
0,1,0,0,0,3,1,68,94,492000
0,1,0,0,0,3,1,68,90.09,378000
0,1,0,0,0,3,1,68,90.09,410000
0,1,0,0,0,3,1,68,94.11,450000
0,1,0,0,0,3,1,68,94.1,475000
0,1,0,0,0,4,1,102,77.02,480888
0,1,0,0,0,4,1,94,76.1,475000
0,1,0,0,0,4,1,94,86.02,500000
0,1,0,0,0,4,1,96,86.01,500000
0,1,0,0,0,4,1,85,79,445000
0,1,0,0,0,4,1,94,86,513000
0,1,0,0,0,4,1,93,93.07,525000
0,1,0,0,0,4,1,93,93.07,615000
0,1,0,0,0,4,1,93,93.08,520000
0,1,0,0,0,4,1,93,93.07,600000
0,1,0,0,0,4,1,93,93.06,580000
0,1,0,0,0,4,1,93,93.06,575000
0,1,0,0,0,4,1,93,94.02,640000
0,1,0,0,0,4,1,93,93.06,600000
0,1,0,0,0,4,1,93,93.06,525000
0,1,0,0,0,4,1,93,94.01,589000
0,1,0,0,0,4,1,93,93.06,600000
0,1,0,0,0,4,1,93,93.07,616888
0,1,0,0,0,4,1,93,94,580000
0,1,0,0,0,4,1,93,94,560000
0,1,0,0,0,4,1,93,94,595000
0,1,0,0,0,4,1,93,94,545000
0,1,0,0,0,4,1,93,94,528000
0,1,0,0,0,4,1,93,94,600000
0,1,0,0,0,4,1,93,94,600000
0,1,0,0,0,4,1,93,93.11,575000
0,1,0,0,0,4,1,93,94.03,580000
0,1,0,0,0,4,1,93,93.11,530000
0,1,0,0,0,4,1,93,94.03,580888
0,1,0,0,0,4,1,93,93.11,590000
0,1,0,0,0,4,1,93,93.11,592000
0,1,0,0,0,4,1,93,94.02,545000
0,1,0,0,0,4,1,93,94.02,520000
0,1,0,0,0,4,1,93,94.01,560000
0,1,0,0,0,4,1,93,93.1,582000
0,1,0,0,0,4,1,93,94,588000
0,1,0,0,0,4,1,93,93.09,620000
0,1,0,0,0,4,1,93,90.09,524000
0,1,0,0,0,4,1,93,90.08,560000
0,1,0,0,0,4,1,93,90.09,538000
0,1,0,0,0,4,1,93,94.09,599000
0,1,0,0,0,4,1,93,94.09,525000
0,1,0,0,0,4,1,93,94.09,530000
0,1,0,0,0,4,1,93,94.1,540000
0,1,0,0,0,4,1,93,94.09,590000
0,1,0,0,0,4,1,93,94.1,600000
0,1,0,0,0,4,1,93,94.1,563000
0,1,0,0,0,4,1,93,94.09,556888
0,1,0,0,0,4,1,93,94.08,578888
0,1,0,0,0,4,1,93,94.08,600000
0,1,0,0,0,4,2,92,90.11,558000
0,1,0,0,0,4,1,90,74.07,484000
0,1,0,0,0,4,1,90,76.09,460000
0,1,0,0,0,4,2,92,90.1,558000
0,1,0,0,0,4,1,90,80.01,450000
0,1,0,0,0,4,1,90,80.01,500000
0,1,0,0,0,4,1,91,77.02,447000
0,1,0,0,0,4,1,91,77,463000
0,1,0,0,0,5,1,111,76.1,595000
0,1,0,0,0,5,1,111,77.06,620000
0,1,0,0,0,5,1,110,76.08,518000
0,1,0,0,0,5,1,113,93.07,695000
0,1,0,0,0,5,1,110,77.04,600000
0,1,0,0,0,5,1,110,76.1,538000
0,1,0,0,0,5,1,122,74.05,595000
0,1,0,0,0,5,1,110,76.08,458000
0,1,0,0,0,5,1,110,77.02,617500
0,1,0,0,0,5,1,113,77.04,668000
0,1,0,0,0,5,1,113,94.02,658000
0,1,0,0,0,5,1,110,78.07,515000
0,1,0,0,0,5,1,120,75.03,590000
0,1,0,0,0,5,1,110,76.08,570000
0,1,0,0,0,5,1,110,80.03,575000
0,1,0,0,0,5,1,111,77.01,591888
0,1,0,0,0,6,1,133,76.11,680000
0,1,0,0,0,6,1,137,76.1,678888
0,1,0,0,0,6,1,137,77.01,675000
0,1,0,0,0,6,1,141,74.03,735000
0,1,0,0,0,6,1,135,75,640000
0,1,0,0,0,3,1,67,52.11,310000
0,1,0,0,0,3,1,68,56.09,322000
0,1,0,0,0,3,1,65,49.11,288000
0,1,0,0,0,3,1,65,50,300000
0,1,0,0,0,3,1,67,52.1,333000
0,1,0,0,0,3,1,65,51.06,305000
0,1,0,0,0,3,2,67,89,451000
0,1,0,0,0,3,1,65,60.04,338000
0,1,0,0,0,3,1,65,51.06,333000
0,1,0,0,0,3,1,65,51.08,328000
0,1,0,0,0,3,1,65,51.07,333000
0,1,0,0,0,3,1,69,60.06,310000
0,1,0,0,0,3,1,73,69.05,380000
0,1,0,0,0,3,1,68,94.02,455000
0,1,0,0,0,3,2,67,90.11,440000
0,1,0,0,0,3,1,67,90.11,432000
0,1,0,0,0,3,1,67,90.11,398000
0,1,0,0,0,3,1,68,94,460000
0,1,0,0,0,3,1,68,93.11,468888
0,1,0,0,0,3,1,68,94,427000
0,1,0,0,0,3,1,68,94.02,415000
0,1,0,0,0,3,1,68,94,435000
0,1,0,0,0,3,1,73,60.09,378000
0,1,0,0,0,3,1,68,95.03,438500
0,1,0,0,0,3,1,68,95.02,445000
0,1,0,0,0,3,1,68,60.07,398000
0,1,0,0,0,3,1,73,69.08,398000
0,1,0,0,0,4,1,91,56.03,368000
0,1,0,0,0,4,1,91,52.11,360000
0,1,0,0,0,4,1,91,53.04,407000
0,1,0,0,0,4,1,94,56.02,375000
0,1,0,0,0,4,1,97,52.08,420000
0,1,0,0,0,4,1,93,88.11,488000
0,1,0,0,0,4,1,93,88.11,530000
0,1,0,0,0,4,1,93,89,535000
0,1,0,0,0,4,1,93,88.1,488000
0,1,0,0,0,4,1,84,65.04,411000
0,1,0,0,0,4,1,92,89.04,535000
